statement,label,__index_level_0__
"Nor is there evidence of an increase in floods globally . Since 1965 , more parts of the U.S. have seen a decrease in flooding than have seen an increase . And from 1940 to today , flood damage as a percentage of GDP has fallen to less than 0.05 per cent per year from about 0.2 per cent .",ad populum,2829
Historians agree that studying the past is the best way to avoid repeating mistakes.,equivocation,348
"If I'm psychic, I will be able to see dead people. I see dead people, therefore I'm psychic.",fallacy of logic,3162
"If you're for freedom of religion, you must support all religious practices.",fallacy of extension,2463
I don't understand why you're saying I broke a promise. I said I'd never speak to my ex-girlfriend again. And I didn't. I just sent her some pictures and text messages.,equivocation,3551
"My friend got sick after eating at a restaurant, so that restaurant must be unsafe.",faulty generalization,789
She's a great artist because her art is great.,equivocation,1626
"""1 is a number and 2 is a number so 1 = 2""",fallacy of logic,5753
"Unfortunately for the doom-mongers , we sceptics have just received some heavy fire-support from a neutral authority .",ad hominem,2753
"Either you support my proposal, or you don't care about the community.",false dilemma,2287
"Since you don't agree with my plan, you must think it's a terrible idea.",fallacy of extension,321
This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.,false causality,871
"I saw one dog bark at someone, so all dogs must be aggressive.",faulty generalization,2765
"Prof Tim Benton at the University of Leeds , who was not part of the research team , said : "" Ultimately , we live on a finite planet , with finite resources .",fallacy of credibility,169
"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",faulty generalization,3220
"All stars are exploding balls of gas.
Miley Cyrus is a star.
Therefore, Miley Cyrus is an exploding ball of gas",equivocation,2004
Within every man's heart is the desire to be free.,faulty generalization,4258
You shouldn't avoid smoking because non-smokers still get sick too.,fallacy of logic,2700
"With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too .",fallacy of logic,1961
They cannot take her to jail even if she did rob the bank and take millions of pesos¦ She is already too old and weak to be locked up.,appeal to emotion,5626
This is the `` hottest [ pick a season ] ever '' ; the ice caps are at a record low ; we 'll all be dead in 10 years .,appeal to emotion,1535
The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable.,faulty generalization,2670
The study found climate deniers are able to downplay the threat of climate change by discrediting the threat facing polar bears .,appeal to emotion,4546
We need to protect our freedom by restricting some freedoms.,equivocation,5270
"My friend didn't enjoy visiting that country, so it must be a boring place.",faulty generalization,73
Your either for America or against her!!!,false dilemma,420
"I chose to assess the sea-level trend from 1915-45 , when a genuine , independently confirmed warming of approximately 0.5 degree Celsius occurred . I note particularly that sea-level rise is not affected by the warming ; it continues at the same rate , 1.8 millimeters a year , according to a 1990 review by Andrew S. Trupin and John Wahr .",intentional,4048
"If one is 16 years old or older, one can drive an automobile in Wisconsin.  I saw  your niece driving through Wausau yesterday.  She must be at least 16.",fallacy of logic,2167
